word,origin_language,reltype
calorifere,French,borrowed_from
dezertál,German,derived_from
φουφού,Greek,derived_from
kamera,German,derived_from
coherent,Latin,derived_from
-aiolo,Latin,inherited_from
tono,German,borrowed_from
κορτσόπον,Greek,derived_from
रोटी,Hindi,borrowed_from
بحر,Arabic,inherited_from
nix,German,borrowed_from
versare,Latin,derived_from
κορτσόπον,Greek,derived_from
معرفة,Arabic,inherited_from
arcigno,French,derived_from
narcist,Latin,derived_from
φουφού,Greek,derived_from
furnisar,French,borrowed_from
oberliht,German,borrowed_from
अङ्ग्रेजी,Hindi,derived_from
काटकसर,Hindi,derived_from
पुलटिस,Hindi,derived_from
molisc,French,derived_from
tabellion,Latin,borrowed_from
बरफ,Hindi,derived_from
ônibus,Latin,derived_from
κορτσόπον,Greek,derived_from
infringir,Latin,borrowed_from
بهائیت,Arabic,borrowed_from
lajku,Italian,borrowed_from
garajist,French,borrowed_from
solene,Italian,borrowed_from
κορτσόπον,Greek,derived_from
रोटी,Hindi,borrowed_from
indicant,Latin,derived_from
rupestrine,Latin,derived_from
asfissja,Italian,borrowed_from
φουφού,Greek,derived_from
néger,German,borrowed_from
venditie,Latin,derived_from
φουφού,Greek,derived_from
apoziție,French,borrowed_from
cauche,Latin,derived_from
काटकसर,Hindi,derived_from
φουφού,Greek,derived_from
sport,German,borrowed_from
dezinenco,Italian,borrowed_from
mitotic,French,borrowed_from
أضفر,Arabic,inherited_from
أرخبيل,Arabic,learned_borrowing_from
eufonie,French,borrowed_from
duomo,Italian,learned_borrowing_from
televiziono,Italian,borrowed_from
حجره,Arabic,borrowed_from
fera,Italian,borrowed_from
promette,French,inherited_from
tserclju,Italian,borrowed_from
صفرة,Arabic,inherited_from
löwchen,German,borrowed_from
अङ्ग्रेजी,Hindi,derived_from
pasticho,Italian,borrowed_from
समोष,Hindi,borrowed_from
freeter,German,derived_from
utilizar,Italian,derived_from
أزرق,Arabic,inherited_from
colom,Latin,inherited_from
κορίτς,Greek,derived_from
burgo,Italian,derived_from
veebruar,German,derived_from
κορτσόπον,Greek,derived_from
κορίτς,Greek,derived_from
फिरङ्ग,Hindi,derived_from
deontologie,French,borrowed_from
دقت,Arabic,borrowed_from
zoccolo,Italian,borrowed_from
alkáli,German,derived_from
bronz,German,derived_from
krio,Latin,derived_from
अख़बार,Hindi,borrowed_from
umdu,Italian,borrowed_from
verté,Latin,inherited_from
regresiv,French,borrowed_from
हिन्दु,Hindi,borrowed_from
komisyon,Latin,derived_from
eradicate,Latin,borrowed_from
omiso,Latin,derived_from
komplimentíroz,German,derived_from
انتصر,Arabic,inherited_from
sostenitur,Italian,borrowed_from
ablativo,German,derived_from
inatacabil,French,borrowed_from
cogoma,Latin,inherited_from
curiozitate,Latin,borrowed_from
بدري,Arabic,inherited_from
حفاضة,Arabic,inherited_from
κορτσόπον,Greek,derived_from
φουφού,Greek,derived_from
lebor,Latin,borrowed_from
zenito,German,derived_from
beobachten,German,derived_from
koodi,Latin,derived_from
kampanjo,Italian,derived_from
evolutiv,French,borrowed_from
narkotyzować,German,borrowed_from
أهلين,Arabic,inherited_from
عرج,Arabic,inherited_from
centromer,French,borrowed_from
carpette,Italian,derived_from
अख़बार,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
vein,German,borrowed_from
ónix,Latin,derived_from
κορίτς,Greek,derived_from
κορίτς,Greek,derived_from
olitory,Latin,derived_from
φουφού,Greek,derived_from
contra,French,borrowed_from
observatorium,Latin,borrowed_from
crapulare,Latin,derived_from
रोटी,Hindi,borrowed_from
ouagniaon,Latin,inherited_from
कक्षा,Hindi,borrowed_from
fiala,Latin,derived_from
راحتلق,Arabic,derived_from
grandissime,Italian,borrowed_from
formâtion,Latin,derived_from
aserțiune,French,borrowed_from
نمل,Arabic,inherited_from
turniro,German,borrowed_from
واسع,Arabic,inherited_from
κορίτς,Greek,derived_from
uninominal,French,borrowed_from
احترام,Arabic,borrowed_from
larma,Latin,inherited_from
cinquenta,Latin,inherited_from
φουφού,Greek,derived_from
gepardo,Italian,borrowed_from
danza,French,borrowed_from
igni,Latin,derived_from
κορίτς,Greek,derived_from
nacjonalista,German,borrowed_from
chanmeau,French,borrowed_from
furt,German,borrowed_from
चाय,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
konsulado,Latin,derived_from
प्याज,Hindi,borrowed_from
lugubre,Latin,borrowed_from
ecou,French,borrowed_from
शैंपू,Hindi,derived_from
sirocco,Italian,borrowed_from
dinjità,Italian,borrowed_from
احتل,Arabic,inherited_from
مصران,Arabic,inherited_from
doctorand,German,borrowed_from
φουφού,Greek,derived_from
changere,French,borrowed_from
अनौठो,Hindi,derived_from
φουφού,Greek,derived_from
marré,French,inherited_from
radiant,French,borrowed_from
morder,Latin,inherited_from
شوى,Arabic,inherited_from
omnisciență,Latin,derived_from
κορτσόπον,Greek,derived_from
dieselgate,German,borrowed_from
delincuente,Latin,borrowed_from
صطار,Arabic,inherited_from
scolastico,Latin,borrowed_from
mauldict,Latin,derived_from
briliant,French,borrowed_from
الجمعة,Arabic,inherited_from
harmonize,French,borrowed_from
imprevizibil,French,borrowed_from
soulas,Latin,inherited_from
ثلج,Arabic,inherited_from
vindbøjtel,German,derived_from
φουφού,Greek,derived_from
جبس,Arabic,inherited_from
प्याज,Hindi,borrowed_from
κορίτς,Greek,derived_from
colectiaun,Latin,borrowed_from
बरफ,Hindi,derived_from
monetáris,French,derived_from
genuflexiune,French,borrowed_from
lagune,German,derived_from
κορίτς,Greek,derived_from
rosario,Latin,derived_from
کیف,Arabic,borrowed_from
प्याज,Hindi,borrowed_from
spartansk,German,derived_from
electrogravură,French,borrowed_from
ekskursi,Latin,derived_from
umanistic,German,borrowed_from
quaza,Italian,borrowed_from
transitar,German,borrowed_from
sechs,German,borrowed_from
أني,Arabic,derived_from
gajeiro,Italian,borrowed_from
incontinencia,Latin,borrowed_from
प्याज,Hindi,borrowed_from
पुलटिस,Hindi,derived_from
समोष,Hindi,borrowed_from
जिल्ला,Hindi,derived_from
sonze,Latin,inherited_from
lupus,Latin,borrowed_from
प्याज,Hindi,borrowed_from
arënx,Italian,borrowed_from
نايم,Arabic,inherited_from
kis,German,borrowed_from
κορτσόπον,Greek,derived_from
κορτσόπον,Greek,derived_from
شرطي,Arabic,inherited_from
kontroli,Italian,derived_from
مزمن,Arabic,borrowed_from
volar,Italian,derived_from
prijs,Latin,derived_from
داب,Arabic,inherited_from
brasca,Latin,derived_from
ديرة,Arabic,inherited_from
φουφού,Greek,derived_from
råyî,Latin,derived_from
spiroscope,Latin,derived_from
κορίτς,Greek,derived_from
konkludere,Latin,derived_from
cukurs,German,borrowed_from
tamburină,Italian,borrowed_from
مية ألف,Arabic,inherited_from
عنقا,Arabic,borrowed_from
pact,Latin,derived_from
مورا,Arabic,inherited_from
κορτσόπον,Greek,derived_from
शैंपू,Hindi,derived_from
obliquar,Latin,derived_from
अख़बार,Hindi,borrowed_from
leketøy,German,derived_from
butlla,Latin,derived_from
kompromittál,German,derived_from
tabla,Italian,borrowed_from
explozie,French,borrowed_from
रोटी,Hindi,borrowed_from
κορίτς,Greek,derived_from
φουφού,Greek,derived_from
sanguinari,Italian,borrowed_from
infarct,German,borrowed_from
خدى,Arabic,inherited_from
tituleerata,German,derived_from
gletser,German,derived_from
handbal,German,borrowed_from
raket,Italian,derived_from
أكتر,Arabic,inherited_from
देवभाषा,Hindi,borrowed_from
milizia,Latin,derived_from
चाय,Hindi,borrowed_from
रोटी,Hindi,borrowed_from
دفا,Arabic,inherited_from
comitadji,French,derived_from
समोष,Hindi,borrowed_from
काफी,Hindi,borrowed_from
κορίτς,Greek,derived_from
simpatičan,Italian,derived_from
फिरङ्ग,Hindi,derived_from
अख़बार,Hindi,borrowed_from
نوم,Arabic,derived_from
kognitiv,German,derived_from
κορίτς,Greek,derived_from
komedie,German,borrowed_from
edulcorare,French,borrowed_from
manat,Latin,derived_from
eierstok,German,derived_from
brisa,Italian,derived_from
espadron,Italian,borrowed_from
bijdrage,German,borrowed_from
labrim,French,derived_from
abbaco,Latin,derived_from
मरीयमिपुत्र,Hindi,derived_from
عيوز,Arabic,inherited_from
अख़बार,Hindi,borrowed_from
φουφού,Greek,derived_from
transitoire,Latin,borrowed_from
voide,Latin,inherited_from
κορτσόπον,Greek,derived_from
escutcheon,Latin,derived_from
اغوا,Arabic,borrowed_from
konspirativ,Latin,derived_from
trape,French,borrowed_from
glàndula,Latin,learned_borrowing_from
لأنو,Arabic,borrowed_from
jeringa,Latin,derived_from
κορτσόπον,Greek,derived_from
survantscheglia,Latin,inherited_from
archaizmus,German,derived_from
chumazo,Latin,inherited_from
papra,Italian,derived_from
jovdio,Italian,borrowed_from
oratoro,Latin,derived_from
कर्गद,Hindi,borrowed_from
fúngico,Latin,derived_from
prosaisk,Latin,derived_from
محاضرة,Arabic,learned_borrowing_from
κορτσόπον,Greek,derived_from
manzárd,German,borrowed_from
अङ्ग्रेजी,Hindi,derived_from
barbe,Italian,borrowed_from
marché,Latin,inherited_from
tromb,German,borrowed_from
panical,Latin,derived_from
φουφού,Greek,derived_from
pyrimidine,German,borrowed_from
gurka,German,borrowed_from
kinder,German,derived_from
काफी,Hindi,borrowed_from
زعفران,Arabic,borrowed_from
pekk,German,borrowed_from
काटकसर,Hindi,derived_from
monocito,German,borrowed_from
keep,German,borrowed_from
पुलटिस,Hindi,derived_from
κορίτς,Greek,derived_from
κορτσόπον,Greek,derived_from
κορίτς,Greek,derived_from
cassation,Italian,derived_from
pendul,French,borrowed_from
κορίτς,Greek,derived_from
ذوريت,Arabic,derived_from
देवभाषा,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
pitagoreic,German,borrowed_from
profondo,Latin,inherited_from
admira,French,derived_from
φουφού,Greek,derived_from
रोटी,Hindi,borrowed_from
DiStefano,Italian,borrowed_from
trifólio,Latin,borrowed_from
دلفين,Arabic,inherited_from
κορτσόπον,Greek,derived_from
مناظرة,Arabic,learned_borrowing_from
ناقش,Arabic,learned_borrowing_from
xô-nát,French,borrowed_from
قيد,Arabic,inherited_from
κορτσόπον,Greek,derived_from
kolono,Italian,derived_from
κορτσόπον,Greek,derived_from
scalar,German,borrowed_from
خلخال,Arabic,inherited_from
antecedent,French,borrowed_from
haldă,German,borrowed_from
κορίτς,Greek,derived_from
deriziune,French,borrowed_from
مائی,Arabic,derived_from
profondità,Italian,borrowed_from
κορτσόπον,Greek,derived_from
exergue,French,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
grugnire,Latin,inherited_from
neofyytti,Latin,derived_from
काटकसर,Hindi,derived_from
spas,Italian,derived_from
हिन्दु,Hindi,borrowed_from
lon,French,borrowed_from
φουφού,Greek,derived_from
lar,Latin,borrowed_from
orhidee,German,borrowed_from
κορίτς,Greek,derived_from
floret,Italian,borrowed_from
koridor,Italian,derived_from
commotie,Latin,derived_from
akreditasyon,French,borrowed_from
حجز,Arabic,inherited_from
kredar,French,derived_from
retentiv,French,borrowed_from
osztriga,Italian,borrowed_from
nouveau,Latin,inherited_from
arkivju,Latin,derived_from
lærk,German,borrowed_from
rikk,Italian,borrowed_from
κορίτς,Greek,derived_from
ortopedist,German,borrowed_from
amaranth,French,borrowed_from
naviga,Italian,borrowed_from
अख़बार,Hindi,borrowed_from
रोटी,Hindi,borrowed_from
طحين,Arabic,inherited_from
forråd,German,derived_from
majordome,Italian,borrowed_from
skejs,German,derived_from
تعیین,Arabic,derived_from
صليب,Arabic,inherited_from
ċefalografija,Italian,borrowed_from
acetilenic,French,borrowed_from
tache,French,derived_from
φουφού,Greek,derived_from
شعب,Arabic,inherited_from
urenieëre,French,borrowed_from
fuchsine,German,derived_from
gedagtegoed,German,derived_from
ravjul,Italian,borrowed_from
akkumpanja,Italian,borrowed_from
ostmark,German,borrowed_from
stigmatisatie,French,borrowed_from
وکالت,Arabic,borrowed_from
consulter,Latin,derived_from
juridicial,Latin,borrowed_from
tartuf,Italian,borrowed_from
κορτσόπον,Greek,derived_from
إن شاء الله,Arabic,inherited_from
استقلال,Arabic,borrowed_from
मरीयमिपुत्र,Hindi,derived_from
पुलटिस,Hindi,derived_from
فاسد,Arabic,inherited_from
مبهم,Arabic,borrowed_from
barv,Latin,derived_from
kabaleren,French,borrowed_from
κορτσόπον,Greek,derived_from
freske,German,derived_from
جية,Arabic,derived_from
رعایا,Arabic,borrowed_from
adjuration,Latin,derived_from
سلق,Arabic,inherited_from
straf,German,derived_from
gratificare,Latin,borrowed_from
مزایده,Arabic,borrowed_from
ایالت,Arabic,borrowed_from
-euse,Latin,inherited_from
uzurpi,German,borrowed_from
فطر,Arabic,inherited_from
كحب,Arabic,inherited_from
indoktrynować,German,borrowed_from
قام,Arabic,inherited_from
destabilizować,German,borrowed_from
rezen,French,derived_from
moskee,Italian,derived_from
trafikk,Italian,derived_from
جبين,Arabic,inherited_from
رواج,Arabic,borrowed_from
xerogel,German,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
سكنجبير,Arabic,inherited_from
terramare,Italian,borrowed_from
paralel,Italian,borrowed_from
कर्गद,Hindi,borrowed_from
φουφού,Greek,derived_from
चाय,Hindi,borrowed_from
κορίτς,Greek,derived_from
φουφού,Greek,derived_from
pubbliċista,Italian,borrowed_from
अङ्ग्रेजी,Hindi,derived_from
uforsonlig,German,derived_from
zucchetta,Italian,borrowed_from
acciaccatura,Italian,borrowed_from
vibri,German,derived_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
lavolta,Italian,derived_from
جاهل,Arabic,inherited_from
sulfuros,French,borrowed_from
मरीयमिपुत्र,Hindi,derived_from
κορτσόπον,Greek,derived_from
provocație,French,borrowed_from
κορτσόπον,Greek,derived_from
κορίτς,Greek,derived_from
अख़बार,Hindi,borrowed_from
spesifikasyon,French,borrowed_from
κορτσόπον,Greek,derived_from
comitè,French,borrowed_from
contessa,Italian,borrowed_from
odorifer,Italian,borrowed_from
fante,Italian,borrowed_from
حرامي,Arabic,inherited_from
manutergio,Latin,derived_from
infelicidad,Latin,derived_from
oliphant,Latin,derived_from
محنت,Arabic,derived_from
fruntiera,Italian,borrowed_from
समोष,Hindi,borrowed_from
hin,Latin,derived_from
rhubarb,Latin,derived_from
कर्गद,Hindi,borrowed_from
φουφού,Greek,derived_from
पुलटिस,Hindi,derived_from
φουφού,Greek,derived_from
rukiew,German,borrowed_from
چان,Arabic,inherited_from
مراي,Arabic,inherited_from
oncologic,Italian,borrowed_from
szabotál,German,derived_from
paviano,Italian,derived_from
κορτσόπον,Greek,derived_from
albanistică,German,borrowed_from
φουφού,Greek,derived_from
